iter	Passed	Remaining
822	23145	4977
823	23170	4949
824	23195	4920
825	23218	4891
826	23245	4862
827	23273	4834
828	23302	4806
829	23329	4778
830	23351	4749
831	23379	4720
832	23399	4691
833	23430	4663
834	23460	4635
835	23500	4610
836	23541	4584
837	23597	4561
838	23630	4534
839	23680	4510
840	23707	4482
841	23757	4457
842	23790	4430
843	23814	4401
844	23834	4372
845	23889	4348
846	23926	4321
847	24036	4308
848	24144	4294
849	24161	4263
850	24208	4238
851	24228	4208
852	24251	4179
853	24282	4151
854	24303	4121
855	24326	4092
856	24353	4063
857	24385	4035
858	24442	4012
859	24468	3983
860	24489	3953
861	24566	3932
862	24593	3904
863	24612	3874
864	24634	3844
865	24656	3815
866	24679	3785
867	24708	3757
868	24732	3728
869	24758	3699
870	24785	3670
871	24820	3643
872	24848	3614
873	24880	3586
874	24909	3558
875	24932	3529
876	24951	3499
877	24970	3469
878	24989	3439
879	25010	3410
880	25030	3380
881	25051	3351
882	25076	3322
883	25108	3294
884	25134	3266
885	25164	3237
886	25185	3208
887	25207	3179
888	25231	3150
889	25266	3122
890	25289	3093
891	25328	3066
892	25350	3037
893	25371	3008
894	25392	2978
895	25412	2949
896	25431	2920
897	25458	2891
898	25487	2863
899	25517	2835
900	25542	2806
901	25565	2777
902	25592	2749
903	25619	2720
904	25642	2691
905	25686	2665
906	25728	2638
907	25764	2610
908	25807	2583
909	25848	2556
910	25877	2528
911	25903	2499
912	25925	2470
913	25959	2442
914	25994	2414
915	26018	2385
916	26041	2357
917	26071	2328
918	26096	2300
919	26137	2272
920	26165	2244
921	26194	2215
922	26221	2187
923	26247	2158
924	26275	2130
925	26303	2102
926	26354	2075
927	26385	2047
928	26417	2018
929	26445	1990
930	26512	1964
931	26556	1937
932	26583	1908
933	26609	1880
934	26634	1851
935	26659	1822
936	26684	1794
937	26709	1765
938	26743	1737
939	26773	1708
940	26804	1680
941	26838	1652
942	26867	1624
943	26903	1595
944	26929	1567
945	26952	1538
946	26981	1510
947	27005	1481
948	27029	1452
949	27062	1424
950	27086	1395
951	27113	1367
952	27135	1338
953	27161	1309
954	27188	1281
955	27215	1252
956	27236	1223
957	27279	1195
958	27307	1167
959	27337	1139
960	27369	1110
961	27394	1082
962	27434	1054
963	27457	1025
964	27480	996
965	27508	968
966	27535	939
967	27563	911
968	27585	882
969	27613	854
970	27636	825
971	27668	797
972	27687	768
973	27706	739
974	27725	710
975	27749	682
976	27774	653
977	27798	625
978	27822	596
979	27850	568
980	27874	539
981	27894	511
982	27918	482
983	27941	454
984	27970	425
985	27991	397
986	28018	369
987	28047	340
988	28068	312
989	28091	283
990	28120	255
991	28150	227
992	28182	198
993	28222	170
994	28300	142
995	28379	113
996	28439	85
997	28501	57
998	28540	28
999	28572	0
