iter	RMSE
216	4.494329542
217	4.493163347
218	4.492548736
219	4.488187837
220	4.486964947
221	4.485896059
222	4.483060462
223	4.480748819
224	4.476931976
225	4.475302326
226	4.474470216
227	4.473514757
228	4.472637501
229	4.471808973
230	4.470292941
231	4.468534399
232	4.467783085
233	4.464527584
234	4.463432193
235	4.462124935
236	4.457134301
237	4.456175222
238	4.454782338
239	4.452899402
240	4.452077571
241	4.448411324
242	4.44334759
243	4.441571365
244	4.439491327
245	4.437150196
246	4.433856821
247	4.432192713
248	4.431189095
249	4.430241662
250	4.427484003
251	4.426438771
252	4.423446269
253	4.422732295
254	4.421637258
255	4.420860585
256	4.418013467
257	4.415936322
258	4.414684015
259	4.410622056
260	4.409650787
261	4.40874575
262	4.406847403
263	4.40513078
264	4.40162912
265	4.400584276
266	4.399102644
267	4.396901074
268	4.394657206
269	4.393710482
270	4.390804334
271	4.386558282
272	4.38569728
273	4.384500866
274	4.38157588
275	4.379349692
276	4.378292096
277	4.377545046
278	4.376061971
279	4.371877522
280	4.370351532
281	4.369462099
282	4.36855183
283	4.365990808
284	4.364946722
285	4.363922917
286	4.360486208
287	4.359322593
288	4.358439114
289	4.357420282
290	4.35673332
291	4.355516836
292	4.354875134
293	4.351278183
294	4.349058485
295	4.348386866
296	4.347709196
297	4.346872116
298	4.344215589
299	4.343266515
300	4.340493886
301	4.337256591
302	4.334781942
303	4.333909848
304	4.332501827
305	4.331698848
306	4.330491476
307	4.329721074
308	4.326579153
309	4.325702468
310	4.324872181
311	4.324098831
312	4.322226983
313	4.321101197
314	4.31950176
315	4.317938684
316	4.316860705
317	4.315685108
318	4.313351779
319	4.312465192
320	4.311975855
321	4.310746268
322	4.308042697
323	4.307395416
324	4.306759484
325	4.305616498
326	4.303670039
327	4.302789047
328	4.300678298
329	4.299964448
330	4.2975585
331	4.295677294
332	4.294442716
333	4.29337378
334	4.291709426
335	4.290986837
336	4.290397473
337	4.288130364
338	4.286859666
339	4.285504899
340	4.282948425
341	4.282234924
342	4.280802562
343	4.279504086
344	4.278946063
345	4.278256864
346	4.277376586
347	4.27667577
348	4.275031581
349	4.273065928
350	4.270985788
351	4.270432637
352	4.269208182
353	4.267856353
354	4.266680277
355	4.26601017
356	4.26486765
357	4.264159649
358	4.26159885
359	4.260174025
360	4.259281474
361	4.256864829
362	4.255847122
363	4.255023733
364	4.252547086
365	4.25166182
366	4.250846802
367	4.249926835
368	4.247375221
369	4.24654229
370	4.245159182
371	4.243177181
372	4.242368628
373	4.241644116
374	4.240881121
375	4.239839913
376	4.238856842
377	4.237210632
378	4.236628602
379	4.235859221
380	4.23508688
381	4.234454371
382	4.232461652
383	4.231383717
384	4.229441581
385	4.227158214
386	4.226345073
387	4.225637136
388	4.224945349
389	4.223656558
390	4.222980522
391	4.22104671
392	4.220313372
393	4.219762096
394	4.218845679
395	4.217171633
396	4.216096578
397	4.214272423
398	4.21367356
399	4.212571449
400	4.211838289
401	4.210649482
402	4.209017177
403	4.208086803
404	4.207371637
405	4.206920193
406	4.206200699
407	4.20449862
408	4.20377987
409	4.202834523
410	4.202141268
411	4.201500329
412	4.199289219
413	4.19865799
414	4.197801001
415	4.195976809
416	4.194985338
417	4.194478316
418	4.193672431
419	4.192646532
420	4.191932438
421	4.191009987
422	4.190369557
423	4.189410252
424	4.188878998
425	4.188199786
426	4.187531297
427	4.186354886
428	4.18433327
429	4.183768865
430	4.182909754
431	4.182169832
432	4.180714984
433	4.17950713
434	4.178843338
435	4.178010823
436	4.17722772
437	4.176595341
438	4.176196438
439	4.175163032
440	4.174756663
441	4.173609487
442	4.172846752
443	4.171997337
444	4.171178174
445	4.169920678
446	4.168500596
447	4.167668853
448	4.166121285
449	4.165665978
450	4.164059461
451	4.163301122
452	4.162927493
453	4.161613739
454	4.161116189
455	4.160172888
456	4.159176647
457	4.158109965
458	4.157088388
459	4.155637724
460	4.155338957
461	4.154589984
462	4.153812869
463	4.153368589
464	4.152520885
465	4.151823415
466	4.151092924
467	4.150622906
468	4.150106023
469	4.149348088
470	4.148684542
471	4.147005982
472	4.145016758
473	4.144196864
474	4.143465101
475	4.14287643
476	4.141961136
477	4.141338407
478	4.140536424
479	4.139716953
480	4.138850696
481	4.137432381
482	4.136483286
483	4.135963596
484	4.135002521
485	4.134369759
486	4.133483774
487	4.13225485
488	4.13169931
489	4.131375808
490	4.130619826
491	4.130088329
492	4.129673149
493	4.128998231
494	4.128377495
495	4.127776149
496	4.12699884
497	4.12665435
498	4.126125111
499	4.125378368
500	4.12400997
501	4.123029032
502	4.121664641
503	4.120356035
504	4.120005359
505	4.119285608
506	4.117790734
507	4.117121014
508	4.116429832
509	4.115599609
510	4.11481944
511	4.114312519
512	4.113068686
513	4.112402814
514	4.110836994
515	4.109704347
516	4.109032698
517	4.108549423
518	4.108062019
519	4.107807813
520	4.106520294
521	4.106131015
522	4.105303242
523	4.104833509
524	4.103953334
525	4.103172921
526	4.102165609
527	4.101565142
528	4.101049029
529	4.100735878
530	4.099631652
531	4.098343752
532	4.097609254
533	4.097095021
534	4.09669915
535	4.096170889
536	4.095920891
537	4.095153329
538	4.094401127
539	4.093244437
540	4.092792055
541	4.092168067
542	4.091531195
543	4.090366285
544	4.089803473
545	4.08923459
546	4.088534655
547	4.087788763
548	4.087221254
549	4.086634139
550	4.085805751
551	4.084875083
552	4.08391483
553	4.082885407
554	4.081842033
555	4.081255623
556	4.080797898
557	4.080395115
558	4.079894312
559	4.079522666
560	4.078741656
561	4.077489036
562	4.076875858
563	4.07619748
564	4.075612821
565	4.074815526
566	4.074289635
567	4.073691754
568	4.072781304
569	4.072384243
570	4.07218102
571	4.071415553
572	4.070752492
573	4.069769963
574	4.068851521
575	4.068404227
576	4.067801983
577	4.067456894
578	4.066965101
579	4.066494741
580	4.06606656
581	4.065359305
582	4.064475759
583	4.063555493
584	4.062961232
585	4.06225222
586	4.061784622
587	4.061307536
588	4.060488366
589	4.059941622
590	4.059323214
591	4.058548191
592	4.057923294
593	4.057483684
594	4.05633632
595	4.055801714
596	4.055426427
597	4.054631709
598	4.054305814
599	4.054027117
600	4.053428478
601	4.052966395
602	4.051334541
603	4.050514578
604	4.049893232
605	4.049243346
606	4.048811355
607	4.048398533
608	4.045205964
609	4.044776483
610	4.044147803
611	4.043959728
612	4.043532273
613	4.043333178
614	4.042896914
615	4.041590719
616	4.041045236
617	4.040591678
618	4.040195415
619	4.03929096
620	4.038850694
621	4.038264319
622	4.037836863
623	4.037334224
624	4.03679299
625	4.036406039
626	4.036036091
627	4.035607412
628	4.034557614
629	4.033940506
630	4.033046356
631	4.032541418
632	4.032011988
633	4.03147164
634	4.031100328
635	4.03051263
636	4.029555248
637	4.029101481
638	4.028702028
639	4.028218871
640	4.027781731
641	4.027130236
642	4.026722222
643	4.025917204
644	4.025278504
645	4.02461696
646	4.024112346
647	4.023781611
648	4.023145312
649	4.022589339
650	4.021989074
651	4.021279453
652	4.020950195
653	4.020366747
654	4.019731908
655	4.019335247
656	4.018961578
657	4.018208478
658	4.017389394
659	4.016874626
660	4.016065211
661	4.01555135
662	4.015064182
663	4.014438725
664	4.013846339
665	4.013464181
666	4.01292839
667	4.012565564
668	4.012053868
669	4.011603696
670	4.011095789
671	4.010627228
672	4.010201937
673	4.009434624
674	4.008932363
675	4.008291954
676	4.007941262
677	4.006962901
678	4.005741887
679	4.005408617
680	4.005073033
681	4.004667123
682	4.00441055
683	4.004100889
684	4.003742777
685	4.003389348
686	4.002989456
687	4.002155609
688	4.001797941
689	4.001178698
690	4.00090874
691	4.000507171
692	3.999537729
693	3.999021643
694	3.998426864
695	3.997850961
696	3.997253671
697	3.99651455
698	3.995015417
699	3.994700411
700	3.994249442
701	3.993709706
702	3.993271629
703	3.992581688
704	3.992024964
705	3.991677198
706	3.991136143
707	3.99072053
708	3.990264303
709	3.989913207
710	3.989281414
711	3.9885433
712	3.988169993
713	3.987623312
714	3.987057566
715	3.986639381
716	3.986077061
717	3.985469463
718	3.984835023
719	3.984391107
720	3.983672356
721	3.982596967
722	3.981675304
723	3.981365049
724	3.980933486
725	3.980583662
726	3.979974028
727	3.9795887
728	3.97908684
729	3.978519052
730	3.977982564
731	3.977451681
732	3.976935293
733	3.976277169
734	3.975758169
735	3.975371822
736	3.974767586
737	3.974304796
738	3.973446986
739	3.973016713
740	3.972765389
741	3.972346164
742	3.971860799
743	3.971457342
744	3.970938275
745	3.9701655
746	3.969751626
747	3.969073857
748	3.968683559
749	3.967862481
750	3.967404395
751	3.967034503
752	3.966314305
753	3.965925066
754	3.965368256
755	3.9645461
756	3.963975811
757	3.963615491
758	3.963149001
759	3.962775574
760	3.96226559
761	3.961624866
762	3.961054563
763	3.960540893
764	3.959837521
765	3.959533293
766	3.959022261
767	3.95855221
768	3.957974675
769	3.956913977
770	3.956289589
771	3.955901349
772	3.955329185
773	3.954956471
774	3.954494956
775	3.954242409
776	3.953666308
777	3.953291474
778	3.952609379
779	3.952083833
780	3.951545118
781	3.951121656
782	3.950654476
783	3.948633753
784	3.948306579
785	3.947808208
786	3.947150269
787	3.946573042
788	3.946083678
789	3.945596791
790	3.94523476
791	3.944624007
792	3.943992446
793	3.943245387
794	3.942930145
795	3.94239572
796	3.941790474
797	3.941459624
798	3.941012534
799	3.940684117
800	3.940066667
801	3.939525542
802	3.939083013
803	3.938665327
804	3.937521231
805	3.937162145
806	3.936679685
807	3.93623487
808	3.935522339
809	3.935262159
810	3.934959494
811	3.934561077
812	3.933538312
813	3.933214231
814	3.932738262
815	3.932213175
816	3.931618218
817	3.931067341
818	3.930750744
819	3.930120791
820	3.929644448
821	3.929299907
822	3.928843209
823	3.928543158
824	3.928176639
825	3.927554396
826	3.926534802
827	3.925907774
828	3.925631216
829	3.9251001
830	3.924860394
831	3.924458717
832	3.92419897
833	3.923143206
834	3.922573888
835	3.922126712
836	3.921538941
837	3.921145694
838	3.920851936
839	3.919998237
840	3.919537056
841	3.919140924
842	3.918566658
843	3.917958312
844	3.91748633
845	3.917019437
846	3.916606411
847	3.915989374
848	3.915685436
849	3.915375885
850	3.914391061
851	3.914071472
852	3.913651627
853	3.913048363
854	3.91265239
855	3.91201779
856	3.911614269
857	3.911213344
858	3.910506905
859	3.909881073
860	3.909317027
861	3.909102388
862	3.908612282
863	3.908316523
864	3.907971909
865	3.907567855
866	3.907192325
867	3.906730606
868	3.906211834
869	3.905778751
870	3.905457831
871	3.904859031
872	3.904337743
873	3.903894091
874	3.903129578
875	3.902274249
876	3.901855464
877	3.901474685
878	3.900846093
879	3.900488094
880	3.900205597
881	3.899660183
882	3.899176922
883	3.898420124
884	3.898063309
885	3.897680108
886	3.897348004
887	3.896912597
888	3.896683084
889	3.896138383
890	3.895565521
891	3.89523435
892	3.894769153
893	3.894576298
894	3.893979437
895	3.893507313
896	3.893126323
897	3.892576454
898	3.892204995
899	3.891183599
900	3.890901536
901	3.890360166
902	3.889777152
903	3.889345638
904	3.888985714
905	3.888457261
906	3.887986542
907	3.887640089
908	3.887214706
909	3.886866637
910	3.886395562
911	3.88574671
912	3.885383262
913	3.885054598
914	3.882633795
915	3.882187272
916	3.881573434
917	3.880932148
918	3.880427698
919	3.880058115
920	3.879804481
921	3.87946473
922	3.879163826
923	3.878692
924	3.87841548
925	3.877660523
926	3.877138834
927	3.876577944
928	3.875943609
929	3.875414066
930	3.874880605
931	3.874506999
932	3.874007075
933	3.8735869
934	3.873146372
935	3.872879167
936	3.872536897
937	3.871875463
938	3.871411479
939	3.87105412
940	3.8707695
941	3.870243382
942	3.869381816
943	3.868629358
944	3.868216663
945	3.867636452
946	3.867341778
947	3.866820853
948	3.866218289
949	3.865675128
950	3.865247776
951	3.864624893
952	3.864146139
953	3.863882197
954	3.863582245
955	3.862825807
956	3.862432728
957	3.861882208
958	3.861593498
959	3.861136137
960	3.86067698
961	3.86028664
962	3.859906909
963	3.85948039
964	3.85876487
965	3.858509483
966	3.858083898
967	3.857423326
968	3.857031746
969	3.856708172
970	3.85588783
971	3.855049474
972	3.854663845
973	3.85437895
974	3.85404176
975	3.853476281
976	3.853151166
977	3.852832233
978	3.852244968
979	3.85192266
980	3.851714105
981	3.851487825
982	3.851079968
983	3.850715799
984	3.850221964
985	3.849761346
986	3.849427689
987	3.848880204
988	3.848497451
989	3.847999972
990	3.847512067
991	3.847098051
992	3.846622687
993	3.84589563
994	3.845430418
995	3.845129598
996	3.844802944
997	3.844397341
998	3.843788203
999	3.843290826
