iter	RMSE
296	4.413308294
297	4.408970315
298	4.407323928
299	4.404872409
300	4.402367533
301	4.399416681
302	4.398338861
303	4.396742957
304	4.395637739
305	4.394382204
306	4.39432131
307	4.392703652
308	4.391191567
309	4.387724413
310	4.385219508
311	4.382994126
312	4.381822202
313	4.37974687
314	4.377836546
315	4.376338052
316	4.374459548
317	4.372677057
318	4.370640802
319	4.368604285
320	4.367409659
321	4.366028688
322	4.365235218
323	4.364315308
324	4.363017435
325	4.361483278
326	4.36049097
327	4.359323302
328	4.358483233
329	4.357302978
330	4.356442724
331	4.353923654
332	4.351131364
333	4.349393981
334	4.345265964
335	4.344463657
336	4.341498789
337	4.339538066
338	4.338316015
339	4.336450823
340	4.335561577
341	4.333526794
342	4.332479116
343	4.330432246
344	4.329515113
345	4.328476236
346	4.327449283
347	4.325551799
348	4.324589138
349	4.323383782
350	4.322216617
351	4.321304905
352	4.32039421
353	4.319054266
354	4.316919644
355	4.316122778
356	4.314407355
357	4.313371006
358	4.312365559
359	4.311806919
360	4.31076868
361	4.307302705
362	4.305768891
363	4.30380306
364	4.302654944
365	4.301307228
366	4.297671868
367	4.29661774
368	4.29572174
369	4.294451137
370	4.293165434
371	4.291946002
372	4.29096538
373	4.289877865
374	4.288886093
375	4.287979632
376	4.286877165
377	4.284348026
378	4.282239507
379	4.279942087
380	4.278638915
381	4.277548321
382	4.274988781
383	4.271406233
384	4.270442174
385	4.268727229
386	4.267881085
387	4.267284602
388	4.266716947
389	4.265717819
390	4.264115365
391	4.262590272
392	4.261783728
393	4.259378576
394	4.258548874
395	4.257342319
396	4.254027265
397	4.252850469
398	4.252072372
399	4.249841316
400	4.246719022
401	4.245841908
402	4.243850928
403	4.240984727
404	4.239257239
405	4.238297537
406	4.237210614
407	4.234640631
408	4.233662724
409	4.232053864
410	4.230790107
411	4.229822829
412	4.228928565
413	4.227980211
414	4.227035541
415	4.226464508
416	4.225587827
417	4.22317264
418	4.22096215
419	4.219102441
420	4.216789033
421	4.215378637
422	4.21330992
423	4.211202657
424	4.208496003
425	4.207441767
426	4.205897992
427	4.204926143
428	4.204329929
429	4.202378873
430	4.201619752
431	4.199501062
432	4.198913539
433	4.197122915
434	4.195754282
435	4.193660319
436	4.192436285
437	4.190458204
438	4.189114689
439	4.188121103
440	4.185306673
441	4.184062973
442	4.182189164
443	4.180933369
444	4.180329942
445	4.177925647
446	4.176573894
447	4.175647266
448	4.173408379
449	4.172006983
450	4.170954964
451	4.168397692
452	4.167700567
453	4.166060156
454	4.165170242
455	4.164330296
456	4.162978251
457	4.161075888
458	4.159471955
459	4.158440017
460	4.157298713
461	4.154873242
462	4.153422793
463	4.152360298
464	4.150178755
465	4.149027968
466	4.147716541
467	4.146088774
468	4.145301397
469	4.14308018
470	4.142446981
471	4.141260297
472	4.140029457
473	4.137970358
474	4.136329684
475	4.135317071
476	4.133968064
477	4.131907942
478	4.131059061
479	4.130407621
480	4.129654244
481	4.127713911
482	4.126577047
483	4.125796134
484	4.124836504
485	4.122947025
486	4.122011975
487	4.121036235
488	4.120061897
489	4.118814247
490	4.117875529
491	4.116647393
492	4.114857869
493	4.113100528
494	4.112084561
495	4.111440756
496	4.1099169
497	4.108672436
498	4.107863201
499	4.106910323
500	4.106066223
501	4.105383501
502	4.103900619
503	4.102847507
504	4.101948461
505	4.100313159
506	4.099295382
507	4.098363257
508	4.097508972
509	4.09591587
510	4.094896981
511	4.094042157
512	4.092744239
513	4.091226929
514	4.089688955
515	4.088582104
516	4.08746122
517	4.086601649
518	4.085702549
519	4.084353522
520	4.083543905
521	4.082313828
522	4.081541078
523	4.080955385
524	4.079358199
525	4.07872625
526	4.077817547
527	4.076679345
528	4.076032418
529	4.075059169
530	4.074286908
531	4.072831171
532	4.071925651
533	4.071064205
534	4.070335112
535	4.06950743
536	4.067997184
537	4.066948221
538	4.066136611
539	4.065409306
540	4.064867469
541	4.063991574
542	4.06312384
543	4.061786713
544	4.060704957
545	4.06008648
546	4.058944506
547	4.058054579
548	4.056600363
549	4.055800791
550	4.054548306
551	4.053508594
552	4.052545476
553	4.051768831
554	4.051095779
555	4.049629286
556	4.048549859
557	4.047739355
558	4.046775396
559	4.046007606
560	4.045433796
561	4.044044089
562	4.04262039
563	4.041192345
564	4.04025926
565	4.03919121
566	4.03840659
567	4.037632979
568	4.0368541
569	4.036203199
570	4.035404967
571	4.034140064
572	4.033172188
573	4.031712131
574	4.030629009
575	4.029246088
576	4.028505208
577	4.027719048
578	4.026957808
579	4.025788927
580	4.024979663
581	4.024426005
582	4.023328458
583	4.022425979
584	4.02132286
585	4.019985798
586	4.019310369
587	4.018428209
588	4.017429648
589	4.016624974
590	4.015590212
591	4.01476174
592	4.013491832
593	4.01236149
594	4.011676221
595	4.010687787
596	4.009745932
597	4.008483574
598	4.007593038
599	4.006855169
